REFSEQ,logFC,AveExpre,T,Pvalue,Adj.P.Value,B
XP_011528120,-0.429306892,5.069994122,-1.990296885,0.048105138,0.982857705,-4.080131068
XP_011528122,-0.429306892,5.069994122,-1.990296885,0.048105138,0.982857705,-4.080131068
XP_016884018,-0.429306892,5.069994122,-1.990296885,0.048105138,0.982857705,-4.080131068
NM_014507,-0.48043532,3.268840718,-2.501977981,0.013261897,0.982857705,-3.790813042
NM_173467,-0.48043532,3.268840718,-2.501977981,0.013261897,0.982857705,-3.790813042
NP_055322,-0.48043532,3.268840718,-2.501977981,0.013261897,0.982857705,-3.790813042
NP_775738,-0.48043532,3.268840718,-2.501977981,0.013261897,0.982857705,-3.790813042
NR_046423,-0.48043532,3.268840718,-2.501977981,0.013261897,0.982857705,-3.790813042
XM_011530156,-0.48043532,3.268840718,-2.501977981,0.013261897,0.982857705,-3.790813042
XP_011528458,-0.48043532,3.268840718,-2.501977981,0.013261897,0.982857705,-3.790813042
NM_001346743,-1.006504365,3.855881067,-2.545014013,0.011785428,0.982857705,-3.647963387
NM_001346744,-1.006504365,3.855881067,-2.545014013,0.011785428,0.982857705,-3.647963387
NM_175709,-1.006504365,3.855881067,-2.545014013,0.011785428,0.982857705,-3.647963387
NP_001333672,-1.006504365,3.855881067,-2.545014013,0.011785428,0.982857705,-3.647963387
NP_001333673,-1.006504365,3.855881067,-2.545014013,0.011785428,0.982857705,-3.647963387
NP_783640,-1.006504365,3.855881067,-2.545014013,0.011785428,0.982857705,-3.647963387
NM_004711,-0.870853189,5.064787742,-1.979999203,0.049261143,0.982857705,-4.084160605
NM_145731,-0.870853189,5.064787742,-1.979999203,0.049261143,0.982857705,-4.084160605
NM_145738,-0.870853189,5.064787742,-1.979999203,0.049261143,0.982857705,-4.084160605
NP_004702,-0.870853189,5.064787742,-1.979999203,0.049261143,0.982857705,-4.084160605
NP_663783,-0.870853189,5.064787742,-1.979999203,0.049261143,0.982857705,-4.084160605
NP_663791,-0.870853189,5.064787742,-1.979999203,0.049261143,0.982857705,-4.084160605
NM_001301849,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NM_001350039,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NM_001350040,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NM_001350041,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NM_001350042,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NM_001350043,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NM_001350044,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NM_001350045,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NM_001350046,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NM_001350047,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NM_001350048,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NM_015705,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NP_001288778,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NP_001336968,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NP_001336969,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NP_001336970,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NP_001336971,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NP_001336972,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NP_001336973,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NP_001336974,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NP_001336975,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NP_001336976,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NP_001336977,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NP_056520,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NR_146412,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NR_146413,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NR_146414,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NR_146415,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_017028778,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_024452219,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_024452220,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_024452221,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_024452222,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_024452223,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_024452224,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_024452225,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_024452226,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_024452227,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_024452228,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_024452229,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_024452230,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XM_024452231,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_016884267,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_024307987,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_024307988,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_024307989,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_024307990,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_024307991,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_024307992,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_024307993,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_024307994,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_024307995,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_024307996,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_024307997,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_024307998,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XP_024307999,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XR_001755217,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XR_001755218,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XR_001755220,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XR_001755221,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XR_001755222,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XR_001755223,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XR_001755224,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XR_001755225,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XR_002958686,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XR_002958687,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XR_002958688,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XR_937841,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
XR_937842,-0.465014841,4.956555142,-1.919856648,0.056492025,0.982857705,-4.132786264
NM_001282684,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
NM_001282685,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
NM_001282686,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
NM_024681,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
NP_001269613,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
NP_001269614,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
NP_001269615,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
NP_078957,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XM_005261741,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XM_005261742,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XM_005261743,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XM_005261744,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XM_011530374,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XM_011530377,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XP_005261798,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XP_005261799,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XP_005261800,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XP_005261801,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XP_011528676,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XP_011528679,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XR_001755296,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
XR_937917,-0.490677328,4.788142742,-1.935873198,0.054484299,0.982857705,-4.123816023
NM_001003689,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
NM_031488,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
NP_113676,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XM_011530420,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XM_011530421,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XM_017028976,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XM_017028977,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XM_017028978,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XM_017028979,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XM_017028980,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XM_024452279,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XP_011528722,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XP_011528723,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XP_016884465,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XP_016884466,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XP_016884467,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XP_016884468,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XP_016884469,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XP_024308047,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XR_001755320,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XR_001755321,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XR_001755322,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XR_002958718,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
XR_002958719,-0.557724043,4.764038487,-2.792324972,0.005811384,0.982857705,-3.375305807
NM_001278651,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
NM_001317930,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
NM_002883,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
NP_001265580,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
NP_001304859,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
NP_002874,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_005261695,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_005261696,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_006724289,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_011530293,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_011530294,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_011530295,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_011530297,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_017028893,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_017028894,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_017028895,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_017028896,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_017028897,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_017028898,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XM_017028899,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_005261752,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_005261753,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_006724352,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_011528595,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_011528596,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_011528597,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_011528599,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_016884382,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_016884383,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_016884384,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_016884385,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_016884386,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_016884387,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XP_016884388,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
XR_002958711,-0.583519682,5.946462522,-2.031918613,0.043664196,0.982857705,-4.045905686
NM_001018050,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
NM_001018051,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
NM_001018052,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
NM_001282884,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
NM_001282885,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
NM_138338,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
NP_001018060,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
NP_001018062,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
NP_001269813,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
NP_001269814,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
NP_612211,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
XM_011529993,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
XM_017028641,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
XP_011528295,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
XP_016884130,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
XR_244356,-0.588121739,5.306996738,-2.613680804,0.009732354,0.982857705,-3.536612674
NM_004450,0.551093102,6.257168217,2.086864983,0.038340183,0.982857705,-4.002515926
NP_004441,0.551093102,6.257168217,2.086864983,0.038340183,0.982857705,-4.002515926
NM_001969,0.390736187,7.378820908,1.94154425,0.053787957,0.982857705,-4.119604063
NM_183004,0.390736187,7.378820908,1.94154425,0.053787957,0.982857705,-4.119604063
NP_001960,0.390736187,7.378820908,1.94154425,0.053787957,0.982857705,-4.119604063
NP_892116,0.390736187,7.378820908,1.94154425,0.053787957,0.982857705,-4.119604063
NM_001244249,0.502298168,6.637191279,2.285638629,0.023466876,0.982857705,-3.836983168
NM_001641,0.502298168,6.637191279,2.285638629,0.023466876,0.982857705,-3.836983168
NM_080648,0.502298168,6.637191279,2.285638629,0.023466876,0.982857705,-3.836983168
NM_080649,0.502298168,6.637191279,2.285638629,0.023466876,0.982857705,-3.836983168
NP_001231178,0.502298168,6.637191279,2.285638629,0.023466876,0.982857705,-3.836983168
NP_001632,0.502298168,6.637191279,2.285638629,0.023466876,0.982857705,-3.836983168
NP_542379,0.502298168,6.637191279,2.285638629,0.023466876,0.982857705,-3.836983168
NP_542380,0.502298168,6.637191279,2.285638629,0.023466876,0.982857705,-3.836983168
NM_022477,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
NM_032013,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
NP_071922,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
NP_114402,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
NR_038370,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XM_006723837,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XM_006723838,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XM_011528925,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XM_011528926,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XM_011528927,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XM_011528928,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XM_017027978,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XM_017027979,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XM_017027980,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XP_006723900,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XP_006723901,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XP_011527227,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XP_011527228,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XP_011527229,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XP_011527230,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XP_016883467,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XP_016883468,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
XP_016883469,-0.731299919,5.531428797,-2.723257991,0.007114895,0.982857705,-3.428075738
NM_001301726,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
NM_006602,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
NP_001288655,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
NP_006593,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XM_005260185,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XM_011528497,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XM_024451808,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XM_024451809,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XM_024451810,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XM_024451811,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XM_024451812,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XM_024451813,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XP_005260242,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XP_011526799,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XP_024307576,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XP_024307577,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XP_024307578,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XP_024307579,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XP_024307580,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XP_024307581,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XR_002958453,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
XR_002958454,-0.62888566,3.639636572,-2.359923634,0.019373302,0.982857705,-3.845536287
NM_001318234,-0.974061888,4.058071693,-2.490594081,0.013679076,0.982857705,-3.682665103
NM_014723,-0.974061888,4.058071693,-2.490594081,0.013679076,0.982857705,-3.682665103
NP_001305163,-0.974061888,4.058071693,-2.490594081,0.013679076,0.982857705,-3.682665103
NP_055538,-0.974061888,4.058071693,-2.490594081,0.013679076,0.982857705,-3.682665103
XM_005260889,-0.974061888,4.058071693,-2.490594081,0.013679076,0.982857705,-3.682665103
XM_011529402,-0.974061888,4.058071693,-2.490594081,0.013679076,0.982857705,-3.682665103
XM_011529403,-0.974061888,4.058071693,-2.490594081,0.013679076,0.982857705,-3.682665103
XM_011529404,-0.974061888,4.058071693,-2.490594081,0.013679076,0.982857705,-3.682665103
XP_005260946,-0.974061888,4.058071693,-2.490594081,0.013679076,0.982857705,-3.682665103
XP_011527704,-0.974061888,4.058071693,-2.490594081,0.013679076,0.982857705,-3.682665103
XP_011527705,-0.974061888,4.058071693,-2.490594081,0.013679076,0.982857705,-3.682665103
XP_011527706,-0.974061888,4.058071693,-2.490594081,0.013679076,0.982857705,-3.682665103
NM_001171967,0.427140179,3.477746442,2.12293749,0.035156055,0.982857705,-4.121675961
NM_024805,0.427140179,3.477746442,2.12293749,0.035156055,0.982857705,-4.121675961
NP_001165438,0.427140179,3.477746442,2.12293749,0.035156055,0.982857705,-4.121675961
NP_079081,0.427140179,3.477746442,2.12293749,0.035156055,0.982857705,-4.121675961
NM_001303047,0.745012786,6.287674976,1.940820405,0.053876418,0.982857705,-4.115716826
NM_001303048,0.745012786,6.287674976,1.940820405,0.053876418,0.982857705,-4.115716826
NM_001303049,0.745012786,6.287674976,1.940820405,0.053876418,0.982857705,-4.115716826
NM_006471,0.745012786,6.287674976,1.940820405,0.053876418,0.982857705,-4.115716826
NP_001289976,0.745012786,6.287674976,1.940820405,0.053876418,0.982857705,-4.115716826
NP_001289977,0.745012786,6.287674976,1.940820405,0.053876418,0.982857705,-4.115716826
NP_001289978,0.745012786,6.287674976,1.940820405,0.053876418,0.982857705,-4.115716826
NP_006462,0.745012786,6.287674976,1.940820405,0.053876418,0.982857705,-4.115716826
NM_001143981,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NM_001143982,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NM_001143983,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NM_001367204,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NM_001367205,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NM_001367206,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NM_001367207,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NM_001367208,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NM_001367209,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NM_145234,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NP_001137453,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NP_001137454,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NP_001137455,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NP_001354133,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NP_001354134,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NP_001354135,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NP_001354136,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NP_001354137,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NP_001354138,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NP_660277,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NR_159734,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
XM_005262222,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
XP_005262279,-1.535637998,3.296906241,-2.430024365,0.016101357,0.982857705,-3.748346869
NM_001168360,-2.30136069,-1.161806107,-2.456425203,0.015002306,0.982857705,-4.131603606
NM_001168361,-2.30136069,-1.161806107,-2.456425203,0.015002306,0.982857705,-4.131603606
NM_001168362,-2.30136069,-1.161806107,-2.456425203,0.015002306,0.982857705,-4.131603606
NM_001168363,-2.30136069,-1.161806107,-2.456425203,0.015002306,0.982857705,-4.131603606
NM_014522,-2.30136069,-1.161806107,-2.456425203,0.015002306,0.982857705,-4.131603606
NM_032967,-2.30136069,-1.161806107,-2.456425203,0.015002306,0.982857705,-4.131603606
NM_032968,-2.30136069,-1.161806107,-2.456425203,0.015002306,0.982857705,-4.131603606
NM_032969,-2.30136069,-1.161806107,-2.456425203,0.015002306,0.982857705,-4.131603606
NP_001161832,-2.30136069,-1.161806107,-2.456425203,0.015002306,0.982857705,-4.131603606
NP_001161833,-2.30136069,-1.161806107,-2.456425203,0.015002306,0.982857705,-4.131603606
NP_001161834,-2.30136069,-1.161806107,-2.456425203,0.015002306,0.982857705,-4.131603606
